Kids_First_Biospecimen_ID	count_regions_all_conf	count_regions_high_conf	count_regions_low_conf	any_regions_all_conf	any_regions_high_conf	any_regions_low_conf	any_regions_merged
BS_W9FW1PAE	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_W9P0PFDH	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_WB8P21ED	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_WCNPE0AC	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_WD37M8SD	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_WD7AQV83	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_WEGGXVYA	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_WJ7GMQTF	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_WJB33V17	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_WJF6ZXWN	1	1	0	TRUE	TRUE	FALSE	High Confidence
BS_WMEYJGDC	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_WP2D11SK	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_WP9J88EB	2	1	1	TRUE	TRUE	TRUE	High Confidence
BS_WPCBK1EG	1	0	1	TRUE	FALSE	TRUE	Low Confidence
BS_WQ19Z6MD	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_WRJNMEX2	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_WSFB4SA2	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_WXKCR17Q	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_WY5KYSHJ	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_WYF8NGSD	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_X1R0N8QS	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_X6361T19	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_X7QJCVJB	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_X9PJ715R	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_XBBBE8V2	2	2	0	TRUE	TRUE	FALSE	High Confidence
BS_XBE002WV	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_XCFNEZ8E	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_XCNGQ25H	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_XDY9BYRK	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_XEVMEYFS	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_XGMXJKFX	1	0	1	TRUE	FALSE	TRUE	Low Confidence
BS_XGVSX8BX	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_XH5JP8DB	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_XHAQXDR0	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_XJZQA3AP	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_XKE77TR4	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_XKM2EAT4	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_XKP747AS	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_XKXDH0YJ	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_XM302FF4	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_XMNBSBGN	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_XNTQBZAJ	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_XPSD2NRJ	1	0	1	TRUE	FALSE	TRUE	Low Confidence
BS_XVBX7ZK1	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_XVNNWN2Z	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_XVYRXN8J	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_XW26N96W	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_XWQTX5HH	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_Y2C78JC4	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_Y3472DYJ	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_Y3ETG5AE	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_Y43VC4VG	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_Y4ZX0YX7	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_Y5DA59M3	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_Y7CA8B5R	1	1	0	TRUE	TRUE	FALSE	High Confidence
BS_Y9GHDZKS	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_YB99Q6TN	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_YBCQBCQC	2	2	0	TRUE	TRUE	FALSE	High Confidence
BS_YETTZ1NC	2	2	0	TRUE	TRUE	FALSE	High Confidence
BS_YEWX69X4	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_YH60H2FS	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_YKQP4SBX	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_YMDPFK0V	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_YPCTK927	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_YVFFHJ1Q	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_YXCVR90M	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_YYAPSA5P	1	1	0	TRUE	TRUE	FALSE	High Confidence
BS_YZ0P5E8H	1	1	0	TRUE	TRUE	FALSE	High Confidence
BS_YZ2YNEJJ	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_Z14Z2JMW	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_Z1BBZ01F	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_Z34PQDYT	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_Z4Q8RH5M	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_Z4S81HG1	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_Z5VJCFNP	1	1	0	TRUE	TRUE	FALSE	High Confidence
BS_Z7R92XX6	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_Z9NCH2XA	1	0	1	TRUE	FALSE	TRUE	Low Confidence
BS_Z9PKZ4RT	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_ZAH4FHV2	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_ZAT0XJE5	1	1	0	TRUE	TRUE	FALSE	High Confidence
BS_ZBWQG7VR	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_ZCY4ECNV	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_ZECKZTFC	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_ZH6PC8KM	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_ZHJFX6C9	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_ZJSMC22A	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_ZJT1REVB	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_ZJZFT0AJ	1	1	0	TRUE	TRUE	FALSE	High Confidence
BS_ZKFEMJZ8	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_ZKZACPVV	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_ZP89F1JY	1	1	0	TRUE	TRUE	FALSE	High Confidence
BS_ZPF89720	2	2	0	TRUE	TRUE	FALSE	High Confidence
BS_ZS1QRMXS	1	1	0	TRUE	TRUE	FALSE	High Confidence
BS_ZV21J6YW	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_ZZJF26C4	0	0	0	FALSE	FALSE	FALSE	No Calls
